Amplitude,Wave_Velocity,Travel_Time,Reflection_Strength,Fault_Presence,Layer_Thickness,Seismic_Impedance,Amplitude_to_Reflection_Ratio,Normalized_Travel_Time,Fault_Influence,Velocity_to_Layer_Ratio,Latitude,Longitude,Hydrocarbons_Present
1.9352465823520764,2.2959305018703375,85.89464828341274,1.348678958475707,1,12.18633609662458,5.42810454758974,0.6834081736377504,0.8600293853051272,0.21800148801150224,1.5333285196877486,23.074507761228393,53.92506521189693,80.67147680447275
4.758500101408589,4.793306631648507,81.62385173087995,1.5953959804108309,0,10.517303176698444,0.9860723112320211,0.33218386733400024,1.2660510328421213,0.16156886993552924,1.9720347367306719,23.052694664387836,55.65348960438159,1.6539449289876607
3.6867703148758855,7.110620851134858,272.81382835110065,0.5084311185970729,1,6.119598256210825,2.7121562903228953,1.4759142215491177,0.27512447377096494,0.14751143413949275,1.6136888262691251,24.47824933427309,55.028701205121436,18.68078981904985
3.0334265725654794,6.125574204866928,82.36839795635677,1.2534994582179277,0,0.6260549768993557,5.174016429604786,0.12891078073010365,0.28169615201165576,0.4863925575160152,2.3580417714336024,23.636019409628595,54.02274922757627,65.49053021178311
0.864491338167939,6.645928035030148,88.86542057730298,1.1477745064560598,0,10.176664827065872,3.447235195574695,0.3458218478363662,0.8795457043896305,0.08514876543371536,1.2559367112825683,24.592600371935326,54.63060313512237,37.575934780396295
0.864373149647393,5.611483566975021,230.22549610120947,1.6673324498086595,0,6.0697067769637405,2.226754178731345,2.442115021732628,1.4249301147017193,0.3693306752712625,1.427351611546356,23.863465647685697,55.52160763984758,98.2482651061107
0.38460969962417735,5.845935951624967,140.4245543106566,1.8131132503577085,1,14.824861863855434,5.2892619982251645,2.3372727000928584,0.6809968617190559,0.010201041825195687,0.6770446304294568,23.905996201659928,55.650104894092735,66.5404792638254
4.344263114297182,6.944369560957235,235.24606151700254,0.03419197523999975,0,0.9669521727744281,3.566693037754578,2.7539025791741985,0.5577189403565729,0.30212950800716465,1.717998222103857,24.025765205019148,53.481181625018436,95.65489087292065
3.0454635575417233,2.7476760620143015,28.95618569367172,1.3512996389269973,1,11.904142320462922,2.95202261014744,2.5780947641411736,0.9493650524770401,0.4588120719374857,1.076423936896212,24.426062912750208,54.01871942362451,20.144648164579383
3.569555631200623,4.425974745501984,151.39564616528145,0.11315324024826075,0,18.858747631368274,4.9078614656836175,2.0812091333954723,1.4026280407630436,0.15108770610567732,0.8206180790311377,23.547005731659414,54.00566954064072,86.3957028115023
0.200864022049432,2.5484660927372156,19.74794405315196,1.1022287435039382,1,3.9009807086742403,1.7662004517806449,0.25176528617192223,1.2716989659824731,0.1009077278762824,1.5890625858090162,23.243174699067055,53.12613438822783,32.135230581522535
4.852558275593772,7.913676055976529,28.169429002052812,0.5823891307969197,0,9.69716506963661,9.313584464216369,2.370260992161307,1.493677055026508,0.3293230994904292,1.5646205267598212,24.112114670382923,54.79471327955569,98.95648082378068
4.178968939922067,7.608415377806293,272.86686146987915,0.620485433049061,1,2.2827288404341943,8.74316993023277,2.5519813514376253,0.13159601648332792,0.3591746895762127,0.6517432824480951,23.653955246485477,55.564460158976566,15.76886720731473
1.1404616423235534,1.2759876795795413,50.3811576241026,0.7123874218701896,1,12.700797289096377,7.222395564535086,2.417338222738668,0.2580014025978671,0.34713495428647084,1.8964309069889456,23.884982627336075,54.144723163476556,51.63398188383266
0.990942339314793,5.939026207609819,164.40199785981295,1.2463719736087242,1,11.235367771626398,1.509031362090334,1.5745892023932757,0.9532548687132707,0.16646527121047328,1.7475443813017058,24.29389341667461,55.22010783495253,79.28445338371219
0.9986820982818257,7.4767382219096605,129.21772475420488,0.6747594316808507,1,8.44362772215023,7.870833917462083,0.7754153320834968,1.2488070150673896,0.13357917705807212,0.8780345654929944,23.988251482282543,54.88310124080222,43.26424806040359
1.590786990501735,2.2640274158913347,110.72956461506438,1.468071110674658,1,10.666851918737954,8.175594617035681,2.5514569294973075,0.49934207922947316,0.47840021198140165,1.4388697243080877,24.240557634201686,54.126946206479005,46.80840601876467
2.6713065149979656,4.975616613868406,270.951670249309,0.8150094972920007,1,17.9832058401457,7.793763868286208,2.2087721482464016,0.43489552324790626,0.4624167590522654,1.94064583295712,24.088400004227257,53.42317939847689,98.6355795505741
2.2165305913463675,7.408418083116293,16.328785064891953,0.14602286861681765,0,4.327738895065807,1.582675927632791,2.9442074057276697,1.2017661191336813,0.23408513884748194,1.558871481082553,24.4795927438722,55.1279715583279,42.530815030115335
1.5270227869704056,1.237621850100592,202.49900899092083,1.5696820865433734,1,0.9400079782542711,6.617125592143765,0.5515085334922054,0.17893459539452422,0.42463499441564295,1.2909781523671404,24.41187323542324,55.56369550682372,60.407210059906355
3.0980791841396598,5.881941870727879,289.3843859219296,0.5786590659394849,1,17.30246525163247,8.426085559619287,0.7544272908509596,0.6171357066156191,0.23163850404080505,1.1446769161618873,24.06837978361724,55.057563477204475,5.45396606751507
0.783519917195005,3.0814430516078555,172.44877320393417,0.8712060904025326,1,11.753783106564176,5.984857311586843,0.7142146346563578,0.8081329116292616,0.2179506188555301,1.7207877332881072,24.357806041719414,53.05363545210445,84.221008021026
1.5315087778225691,7.470773367635712,281.67851398959664,1.3740333276115841,0,17.867839881505926,6.640870064666846,2.3983653261018767,0.8844881440904527,0.08681384432365437,2.378217396620481,24.747119204545225,53.648698683172974,64.81680489795436
1.8951730321390896,7.797407716157574,25.154784992946894,0.671587752725937,0,12.140431856556866,4.854453054549909,0.6420311597053426,1.1200612195098876,0.2189389676810667,1.8434896809549668,23.864542575576337,53.20843995465059,40.40201028628135
2.334742922663476,7.609865423794037,131.4500625315068,0.12260545573196409,0,16.2981412542142,5.5227195388984995,0.2933135064875877,0.5967840128029215,0.27333429991390545,0.649491807272631,23.825526145497587,54.71115829872868,1.6169539954519752
3.947362210825767,4.319499516602246,85.44575937899484,0.754102883555499,1,8.878630585425384,0.8265801543413895,2.995826339098323,0.95775808254445,0.02102712044005637,1.4213699469642675,24.52849124170476,55.269433036521235,59.16688205935039
1.0784015325759628,7.034298556925194,221.93807984441165,1.8894526795616637,0,15.122268660121241,6.570148708746204,0.17196991319093252,0.9195255919073388,0.22761537253594916,2.281648263021255,24.165107674083988,53.331737561205976,1.2657828484162192
2.619748748226697,6.911845789745493,294.5761562442015,1.2870514506241308,0,18.30430860435219,1.2737485224660123,2.5222077744607105,0.8666625409152459,0.39286454701364815,0.6889248516021738,23.14201356044518,55.51501346178016,0.12036139090179088
3.0028313874240085,3.233703312702789,84.39371810883186,1.3462435058477418,1,11.656397792583022,4.632638646232122,1.159563840496893,0.9966766103990969,0.3432225676233922,2.4777514242750867,24.784224031382163,54.66652693518645,61.60985621493546
